Credit name,Status,Currency,Percent remaining,Remaining value,Original value,Type,Credit ID,Scope,Start date,End date
Bangkit Academy - Capstone Coupons,Available,$,94.40772266666666,141.61,150.00,One-time,BMUNHRH4CTGGGA49,Any service on this billing account.,2023-05-16,2023-12-31,
